throughput_token_s,algo,proto,nthreads,min_nchannels,cuda_dev_max_conn,ib_relaxed,sock_threads,gdr_level,logfile
0,Ring,LL,64,4,1,1,1,2,/home/apacsc03/net_sweep_501/logs/t1_ARing_PLL_T64_C4_M1_R1_S1_G2.out
0,Ring,LL,64,4,2,1,1,2,/home/apacsc03/net_sweep_501/logs/t2_ARing_PLL_T64_C4_M2_R1_S1_G2.out
0,Ring,LL,64,4,8,1,1,2,/home/apacsc03/net_sweep_501/logs/t3_ARing_PLL_T64_C4_M8_R1_S1_G2.out
